ProteinGroupId	q-value	posterior_error_prob	score	numPeptides	proteinIds
AGAP000222-RA_2+	0.384615	NA	3.375796	1	AGAP000222-RA_2+,AGAP000222-RB_2+,CUFF.16246.1_1+,CUFF.16246.2_1+,CUFF.16246.3_1+,CUFF.16246.4_1+,CUFF.16246.5_1+,CUFF.16246.8_2+
CUFF.11141.2_2+	0.444444	NA	3.284008	1	CUFF.11141.2_2+
ACOM029333-PA	0.464286	NA	3.266864	1	ACOM029333-PA,AGAP009943-PA,AGAP009943-RA_1+
AGAP002379-RA_1+	0.513514	NA	3.125787	1	AGAP002379-RA_1+,CUFF.4121.1_3+,CUFF.4121.2_1+,CUFF.4121.3_2+,CUFF.4121.4_1+,CUFF.4121.5_1+,CUFF.4121.6_3+
CUFF.12046.1_1+	0.513514	NA	3.114403	1	CUFF.12046.1_1+
ACOM033710-PA	0.513514	NA	3.108253	1	ACOM033710-PA,AGAP001157-PA,AGAP001157-RA_1+
TCONS_00026717_3+	0.513514	NA	3.080156	1	TCONS_00026717_3+
AGAP009373-PA	0.513514	NA	3.061065	1	AGAP009373-PA,AGAP009373-RA_3+
CUFF.16123.3_2+	0.513514	NA	3.052296	1	CUFF.16123.3_2+
CUFF.9014.1_1+	0.513514	NA	3.048267	1	CUFF.9014.1_1+,CUFF.9014.3_2+,CUFF.9014.4_2+
AGAP003560-RA_3+	0.513514	NA	3.026546	1	AGAP003560-RA_3+
AGAP006581-PA	0.513514	NA	2.964820	1	AGAP006581-PA,CUFF.2130.1_1+
AGAP010238-RA_2+	0.675000	NA	2.864971	1	AGAP010238-RA_2+,CUFF.12114.1_1+,CUFF.12114.2_3+,CUFF.12114.3_3+,CUFF.12114.4_3+,CUFF.12114.5_3+,CUFF.12114.6_1+
AGAP000066-RA_3+	0.675000	NA	2.838653	1	AGAP000066-RA_3+,CUFF.15881.1_3+
CUFF.5853.1_3+	0.675000	NA	2.831962	1	CUFF.5853.1_3+
CUFF.16245.1_3+	0.731707	NA	2.796826	1	CUFF.16245.1_3+,CUFF.16245.2_1+,CUFF.3623.1_2+,CUFF.3623.2_2+,CUFF.3623.3_1+,CUFF.3623.4_2+,CUFF.5201.1_2+,CUFF.5201.2_2+,CUFF.7998.1_2+
CUFF.7915.1_2+	0.761905	NA	2.759099	1	CUFF.7915.1_2+
AGAP002631-PA	0.770833	NA	2.742817	1	AGAP002631-PA,AGAP002631-RA_1+
AGAP004651-RA_3+	0.770833	NA	2.740714	1	AGAP004651-RA_3+
CUFF.2676.1_1+	0.770833	NA	2.725920	1	CUFF.2676.1_1+,CUFF.2676.2_2+,CUFF.2676.3_3+
ACOM041045-PA	0.770833	NA	2.695491	1	ACOM041045-PA,AGAP004610-PA,AGAP004610-RA_1+
CUFF.4916.1_1+	0.770833	NA	2.690513	1	CUFF.4916.1_1+
CUFF.9641.1_3+	0.770833	NA	2.688943	1	CUFF.9641.1_3+,CUFF.9641.2_3+,CUFF.9641.3_3+,CUFF.9641.6_1+
sp|Q06324|MMR1_YEAST	0.775510	NA	2.687056	1	sp|Q06324|MMR1_YEAST
CUFF.8268.1_2+	0.820000	NA	2.658291	1	CUFF.8268.1_2+
AGAP000781-RA_2+	0.823529	NA	2.654955	1	AGAP000781-RA_2+,CUFF.16824.1_3+
AGAP003794-RA_1+	0.828125	NA	2.639724	1	AGAP003794-RA_1+,AGAP003794-RB_1+
AGAP005917-RA_3+	0.828125	NA	2.614517	1	AGAP005917-RA_3+,CUFF.1495.1_2+
AGAP010611-RA_3+	0.828125	NA	2.605744	1	AGAP010611-RA_3+,CUFF.7129.1_3+
AGAP010530-RA_1+	0.828125	NA	2.600003	1	AGAP010530-RA_1+,CUFF.7001.1_3+
AGAP008023-RA_2+	0.828125	NA	2.574324	1	AGAP008023-RA_2+
AGAP006451-RA_2+	0.828125	NA	2.558168	1	AGAP006451-RA_2+,CUFF.1949.1_2+,CUFF.1949.2_2+
ACOM035867-PA	0.828125	NA	2.553687	1	ACOM035867-PA,AGAP003320-PA,AGAP003320-PB,AGAP003320-RA_1+
AGAP007806-RA_1+	0.828125	NA	2.552382	1	AGAP007806-RA_1+,AGAP007806-RB_1+,AGAP007806-RC_1+,CUFF.9488.1_3+,CUFF.9488.2_3+
ACOM028094-PA	0.828125	NA	2.549652	1	ACOM028094-PA,AGAP028061-PA,AGAP028061-RA_1+,CUFF.10212.1_3+,CUFF.10212.2_2+
AGAP003417-RA_2+	0.828125	NA	2.541890	1	AGAP003417-RA_2+,AGAP003417-RB_2+,CUFF.5109.1_2+
ACOM033473-PA	0.828125	NA	2.536031	2	ACOM033473-PA,AGAP010054-RA_2+,AGAP029444-PA,CUFF.11971.2_2+
CUFF.9744.1_2+	0.828125	NA	2.530147	1	CUFF.9744.1_2+,CUFF.9744.4_3+
CUFF.11299.2_1+	0.828125	NA	2.514885	1	CUFF.11299.2_1+,CUFF.11299.6_2+
AGAP009856-RA_2+	0.828283	NA	2.507584	1	AGAP009856-RA_2+
sp|Q12057|PIN2_YEAST	0.828283	NA	2.491887	1	sp|Q12057|PIN2_YEAST
ACOM027880-PA	0.828283	NA	2.476116	1	ACOM027880-PA,AGAP005333-RA_1+,AGAP029559-PA
ACOM038474-PA	0.828283	NA	2.441996	1	ACOM038474-PA
TCONS_00028833_3+	0.828283	NA	2.428753	2	TCONS_00028833_3+
AGAP029695-PA	0.828283	NA	2.422766	1	AGAP029695-PA
AGAP009346-RA_2+	0.828283	NA	2.420982	1	AGAP009346-RA_2+
AGAP008377-RA_3+	0.828283	NA	2.420747	1	AGAP008377-RA_3+,CUFF.9911.1_3+
TCONS_00014998_3+	0.828283	NA	2.420617	1	TCONS_00014998_3+,TCONS_00014999_3+
AGAP009619-RA_1+	0.828283	NA	2.417665	1	AGAP009619-RA_1+,CUFF.11251.1_3+,CUFF.11251.2_3+,CUFF.11251.3_3+
ACOM039391-PA	0.828283	NA	2.406275	1	ACOM039391-PA,AGAP006649-PA,AGAP006649-RA_1+
AGAP001618-RA_1+	0.828283	NA	2.395541	1	AGAP001618-RA_1+,CUFF.3372.1_3+
CUFF.7839.1_2+	0.828283	NA	2.385017	1	CUFF.7839.1_2+,CUFF.7839.2_1+,CUFF.7839.3_3+,CUFF.7839.4_1+,CUFF.7839.5_1+,CUFF.7839.6_3+,CUFF.7839.7_1+,CUFF.7839.8_3+
sp|P32367|TFC1_YEAST	0.828283	NA	2.381511	1	sp|P32367|TFC1_YEAST
ACOM025526-PA	0.828283	NA	2.378135	1	ACOM025526-PA,AGAP007311-RA_1+,AGAP029814-PB,CUFF.2625.1_1+,CUFF.2625.2_2+,CUFF.2625.3_1+
AGAP011217-RA_3+	0.828283	NA	2.360918	1	AGAP011217-RA_3+,CUFF.7954.1_2+,CUFF.7954.2_2+,CUFF.7954.3_3+,CUFF.7954.4_2+
AGAP001004-RA_2+	0.828283	NA	2.355468	1	AGAP001004-RA_2+,CUFF.17552.1_1+,TCONS_00009340_2+
CUFF.10700.2_3+	0.828283	NA	2.340955	1	CUFF.10700.2_3+
AGAP007897-RA_2+	0.828283	NA	2.340363	1	AGAP007897-RA_2+,AGAP007898-RA_2+,CUFF.9891.1_2+
ACOM029459-PA	0.828283	NA	2.336962	1	ACOM029459-PA
AGAP005651-RA_3+	0.828283	NA	2.335160	1	AGAP005651-RA_3+,CUFF.1180.1_2+
CUFF.3006.12_3+	0.828283	NA	2.326359	1	CUFF.3006.12_3+
ACOM026532-PA	0.828283	NA	2.323320	1	ACOM026532-PA,AGAP012133-RA_1+,AGAP028750-PA
AGAP011895-RA_2+	0.828283	NA	2.315294	1	AGAP011895-RA_2+,CUFF.8831.1_1+
ACOM030562-PA	0.828283	NA	2.310925	1	ACOM030562-PA,AGAP008080-PA,AGAP008080-RA_1+
AGAP008577-RA_3+	0.828283	NA	2.299678	1	AGAP008577-RA_3+,CUFF.10113.10_2+,CUFF.10113.11_1+,CUFF.10113.2_3+,CUFF.10113.5_3+
TCONS_00015650_1+	0.828283	NA	2.298065	1	TCONS_00015650_1+
CUFF.9223.3_3+	0.828283	NA	2.282014	1	CUFF.9223.3_3+
CUFF.9969.4_1+	0.828283	NA	2.277308	1	CUFF.9969.4_1+,CUFF.9969.5_2+
CUFF.11264.1_1+	0.828283	NA	2.253080	1	CUFF.11264.1_1+
TCONS_00040105_1+	0.828283	NA	2.252098	1	TCONS_00040105_1+
ACOM035672-PA	0.828283	NA	2.251205	1	ACOM035672-PA
ACOM037803-PA	0.828283	NA	2.235946	1	ACOM037803-PA
sp|Q07458|RXT3_YEAST	0.828283	NA	2.227791	1	sp|Q07458|RXT3_YEAST
AGAP001458-RA_3+	0.828283	NA	2.227100	1	AGAP001458-RA_3+
ACOM028896-PA	0.828283	NA	2.215756	1	ACOM028896-PA,AGAP000178-PA,AGAP000178-RA_2+,CUFF.16024.1_2+
ACOM038171-PA	0.828283	NA	2.215112	1	ACOM038171-PA,AGAP011202-PA,AGAP011202-RA_1+,CUFF.7923.1_3+,CUFF.7923.2_1+,CUFF.7923.3_3+
AGAP011079-RA_3+	0.828283	NA	2.209215	1	AGAP011079-RA_3+,CUFF.7775.1_1+,CUFF.7775.2_1+,CUFF.7775.3_2+
AGAP009509-RA_1+	0.828283	NA	2.192055	1	AGAP009509-RA_1+,CUFF.11115.1_2+,CUFF.11115.2_2+
CUFF.1731.1_3+	0.828283	NA	2.174944	1	CUFF.1731.1_3+,CUFF.1731.2_3+,CUFF.1731.3_3+,CUFF.1731.4_3+,CUFF.1731.5_2+
AGAP007105-RA_2+	0.828283	NA	2.164635	1	AGAP007105-RA_2+
TCONS_00030302_3+	0.828283	NA	2.161765	1	TCONS_00030302_3+
CUFF.7322.2_3+	0.828283	NA	2.150585	1	CUFF.7322.2_3+
AGAP008818-RA_3+	0.828283	NA	2.147474	1	AGAP008818-RA_3+,CUFF.10332.1_3+
AGAP005699-RA_3+	0.828283	NA	2.141881	1	AGAP005699-RA_3+,CUFF.1261.1_3+,CUFF.1261.2_3+
CUFF.3373.1_1+	0.828283	NA	2.136665	1	CUFF.3373.1_1+
ACOM029227-PA	0.828283	NA	2.130585	1	ACOM029227-PA
ACOM027985-PA	0.828283	NA	2.128357	1	ACOM027985-PA
AGAP001751-RA_3+	0.828283	NA	2.118788	1	AGAP001751-RA_3+,AGAP001751-RE_3+,CUFF.3645.10_1+,CUFF.3645.12_1+,CUFF.3645.13_3+,CUFF.3645.14_3+,CUFF.3645.1_3+,CUFF.3645.2_2+,CUFF.3645.4_3+,CUFF.3645.5_2+,CUFF.3645.6_1+,CUFF.3645.7_1+,CUFF.3645.8_2+,CUFF.3645.9_1+
CUFF.2334.1_1+	0.828283	NA	2.113671	1	CUFF.2334.1_1+,CUFF.2334.2_2+,CUFF.2334.3_1+,CUFF.2334.4_3+
CUFF.8445.13_3+	0.828283	NA	2.113188	1	CUFF.8445.13_3+,CUFF.8445.3_3+
sp|P53723|YN8B_YEAST	0.828283	NA	2.112716	1	sp|P53723|YN8B_YEAST
ACOM029462-PA	0.828283	NA	2.105065	1	ACOM029462-PA
ACOM030127-PA	0.828283	NA	2.102095	1	ACOM030127-PA,AGAP008341-PA,AGAP008341-RA_1+,CUFF.9860.1_2+
AGAP005631-RA_1+	0.828283	NA	2.094641	1	AGAP005631-RA_1+
TCONS_00039760_2+	0.828283	NA	2.094208	1	TCONS_00039760_2+
AGAP006901-RA_3+	0.828283	NA	2.084267	1	AGAP006901-RA_3+,CUFF.2369.7_3+
AGAP029234-PA	0.828283	NA	2.072515	2	AGAP029234-PA,AGAP029234-PB,CUFF.12092.1_1+,CUFF.12092.2_1+
CUFF.12092.10_3+	0.828283	NA	2.072515	1	CUFF.12092.10_3+,CUFF.12092.11_1+,CUFF.12092.12_3+,CUFF.12092.4_1+,CUFF.12092.6_1+,CUFF.12092.9_2+
AGAP009240-RA_3+	0.828283	NA	2.057578	1	AGAP009240-RA_3+,CUFF.10854.1_3+
AGAP007568-RA_2+	0.828283	NA	2.048431	1	AGAP007568-RA_2+
CUFF.3464.1_2+	0.828283	NA	2.040779	1	CUFF.3464.1_2+,CUFF.3464.2_2+,CUFF.3464.3_2+,CUFF.3464.4_1+
ACOM028585-PA	0.828283	NA	2.039512	1	ACOM028585-PA
sp|P00899|TRPE_YEAST	0.828283	NA	2.031568	1	sp|P00899|TRPE_YEAST
AGAP009554-RA_2+	0.828283	NA	2.027582	1	AGAP009554-RA_2+,CUFF.11344.10_2+,CUFF.11344.11_2+,CUFF.11344.12_3+,CUFF.11344.13_2+,CUFF.11344.16_3+,CUFF.11344.17_2+,CUFF.11344.1_2+,CUFF.11344.2_1+,CUFF.11344.4_2+,CUFF.11344.5_2+,CUFF.11344.6_2+,CUFF.11344.7_2+,CUFF.11344.8_2+,CUFF.11344.9_3+
AGAP010575-RA_1+	0.828283	NA	2.024433	1	AGAP010575-RA_1+
AGAP006402-RA_3+	0.828283	NA	2.021999	1	AGAP006402-RA_3+,CUFF.1877.1_2+
AGAP002133-RA_3+	0.828283	NA	2.019104	1	AGAP002133-RA_3+
TCONS_00011699_1+	0.828283	NA	2.016850	1	TCONS_00011699_1+
AGAP001858-RA_3+	0.828283	NA	2.014752	1	AGAP001858-RA_3+,CUFF.3612.1_1+,CUFF.3612.2_2+
CUFF.9744.1_3+	0.828283	NA	2.014371	2	CUFF.9744.1_3+
CUFF.1191.1_1+	0.828283	NA	2.007986	1	CUFF.1191.1_1+,CUFF.1191.2_3+
AGAP000430-RA_3+	0.828283	NA	2.004322	1	AGAP000430-RA_3+
CUFF.16347.1_2+	0.828283	NA	2.004322	2	CUFF.16347.1_2+,CUFF.16347.2_2+
ACOM037638-PA	0.828283	NA	2.004180	1	ACOM037638-PA,AGAP002805-PA,AGAP002805-RA_2+
CUFF.4493.1_3+	0.828283	NA	2.002568	1	CUFF.4493.1_3+,CUFF.4493.2_3+,CUFF.4493.3_2+
ACOM024138-PA	0.828283	NA	1.985144	1	ACOM024138-PA
CUFF.6205.1_3+	0.828283	NA	1.983335	1	CUFF.6205.1_3+,CUFF.6205.2_1+,CUFF.6205.3_3+,CUFF.6205.5_1+,CUFF.6205.6_1+,CUFF.6205.7_3+
AGAP001683-RA_1+	0.828283	NA	1.975571	1	AGAP001683-RA_1+,AGAP001683-RB_1+,CUFF.3498.10_1+,CUFF.3498.11_1+,CUFF.3498.1_1+,CUFF.3498.3_2+,CUFF.3498.4_3+,CUFF.3498.5_1+,CUFF.3498.7_2+,CUFF.3498.8_2+,CUFF.3498.9_2+
CUFF.15844.5_2+	0.828283	NA	1.974610	1	CUFF.15844.5_2+
AGAP008221-RA_2+	0.828283	NA	1.973059	1	AGAP008221-RA_2+,CUFF.9836.1_3+,CUFF.9836.2_1+,CUFF.9836.4_2+
CUFF.4584.1_3+	0.828283	NA	1.965398	1	CUFF.4584.1_3+,CUFF.4584.2_3+,CUFF.4584.3_1+
TCONS_00003916_3+	0.828283	NA	1.962038	2	TCONS_00003916_3+
CUFF.8400.1_3+	0.828283	NA	1.954278	1	CUFF.8400.1_3+,CUFF.8400.2_3+
CUFF.8173.1_2+	0.828283	NA	1.953754	1	CUFF.8173.1_2+
CUFF.10818.1_3+	0.828283	NA	1.952857	1	CUFF.10818.1_3+,CUFF.10818.2_2+,CUFF.10818.3_1+,CUFF.10818.5_2+,CUFF.10818.7_3+,CUFF.10818.8_3+,CUFF.10818.9_2+
AGAP007582-RA_3+	0.828283	NA	1.951853	1	AGAP007582-RA_3+,CUFF.2927.1_3+,CUFF.2927.2_3+
AGAP009354-PA	0.828283	NA	1.951527	1	AGAP009354-PA,AGAP009354-RA_1+,AGAP009356-PA,AGAP009356-RA_2+,AGAP009359-PA,AGAP009359-RA_1+,CUFF.10947.1_2+,CUFF.10947.2_3+,CUFF.10947.3_2+,CUFF.10947.4_2+,CUFF.10947.7_3+
CUFF.4442.1_1+	0.828283	NA	1.950650	1	CUFF.4442.1_1+
ACOM033817-PA	0.828283	NA	1.949273	1	ACOM033817-PA
AGAP004000-RA_3+	0.828283	NA	1.943407	1	AGAP004000-RA_3+,CUFF.5749.1_2+,CUFF.5749.2_2+,CUFF.5749.3_3+,CUFF.5749.4_3+,CUFF.5749.5_3+,CUFF.5749.6_2+,CUFF.5749.7_1+,CUFF.5749.8_3+
CUFF.9888.3_2+	0.828283	NA	1.922341	1	CUFF.9888.3_2+,CUFF.9888.6_2+,CUFF.9888.9_2+
TCONS_00027310_2+	0.828283	NA	1.919169	1	TCONS_00027310_2+
sp|Q00947|STP1_YEAST	0.828283	NA	1.916004	1	sp|Q00947|STP1_YEAST
TCONS_00014568_2+	0.828283	NA	1.912190	1	TCONS_00014568_2+
TCONS_00030778_1+	0.828283	NA	1.908772	1	TCONS_00030778_1+
CUFF.1840.3_2+	0.828283	NA	1.906631	1	CUFF.1840.3_2+,CUFF.1840.6_3+
ACOM028756-PA	0.828283	NA	1.902996	1	ACOM028756-PA
AGAP004703-RA_1+	0.828283	NA	1.895450	1	AGAP004703-RA_1+
AGAP009807-RA_2+	0.828283	NA	1.891615	1	AGAP009807-RA_2+,CUFF.11587.1_1+
ACOM025287-PA	0.828283	NA	1.888792	1	ACOM025287-PA,AGAP007119-PA
AGAP000630-PA	0.828283	NA	1.881465	1	AGAP000630-PA,AGAP000630-RA_1+,CUFF.16559.1_1+,CUFF.16559.2_3+,CUFF.16559.3_2+,CUFF.16559.4_2+,CUFF.16559.5_2+,CUFF.16559.6_1+
CUFF.3715.1_1+	0.828283	NA	1.869898	1	CUFF.3715.1_1+,CUFF.3715.2_3+,CUFF.3715.3_1+
ACOM028716-PA	0.828283	NA	1.868759	1	ACOM028716-PA,AGAP003635-PA,AGAP003635-RA_1+,CUFF.5312.1_1+,CUFF.5312.2_2+,CUFF.5312.4_1+,CUFF.5312.5_1+
CUFF.6046.1_2+	0.828283	NA	1.868424	1	CUFF.6046.1_2+
AGAP011839-RA_1+	0.828283	NA	1.867594	1	AGAP011839-RA_1+,CUFF.8802.1_3+,CUFF.8802.2_3+
TCONS_00015315_2+	0.828283	NA	1.864072	1	TCONS_00015315_2+
CUFF.17098.1_1+	0.828283	NA	1.856804	1	CUFF.17098.1_1+,CUFF.17098.2_2+,CUFF.17098.3_2+
AGAP000153-RA_3+	0.828283	NA	1.854587	1	AGAP000153-RA_3+,CUFF.16082.1_2+,CUFF.16082.2_2+,CUFF.16082.3_1+,CUFF.16082.4_3+
AGAP029268-PA	0.828283	NA	1.844580	1	AGAP029268-PA
AGAP006741-RA_2+	0.828283	NA	1.841582	1	AGAP006741-RA_2+,CUFF.2229.1_2+,CUFF.2229.2_2+,CUFF.2229.3_2+
CUFF.4575.1_2+	0.828283	NA	1.833929	1	CUFF.4575.1_2+,CUFF.4575.3_2+
CUFF.10228.1_1+	0.828283	NA	1.831864	1	CUFF.10228.1_1+,CUFF.10228.2_1+
CUFF.17375.4_3+	0.828283	NA	1.830819	1	CUFF.17375.4_3+
AGAP002329-RA_1+	0.828283	NA	1.827144	1	AGAP002329-RA_1+,CUFF.4064.1_2+,CUFF.4064.2_3+,CUFF.4064.3_3+
AGAP001194-RA_3+	0.828283	NA	1.826408	1	AGAP001194-RA_3+,CUFF.3021.1_1+,CUFF.3021.2_1+,CUFF.3021.3_1+
AGAP010304-RA_1+	0.828283	NA	1.819685	1	AGAP010304-RA_1+,AGAP010304-RB_1+,CUFF.12309.1_3+,CUFF.12309.4_2+,CUFF.12309.5_1+
AGAP008930-RA_3+	0.828283	NA	1.806892	1	AGAP008930-RA_3+
CUFF.16863.1_1+	0.828283	NA	1.801808	1	CUFF.16863.1_1+,CUFF.16863.2_1+,CUFF.16863.3_2+,CUFF.16863.4_2+,CUFF.16863.5_1+,CUFF.16863.6_2+
AGAP006540-PA	0.828283	NA	1.801487	1	AGAP006540-PA,AGAP006540-RA_1+,CUFF.2018.1_2+
AGAP008917-PA	0.828283	NA	1.793595	1	AGAP008917-PA,AGAP008917-RA_1+,CUFF.10470.1_2+,CUFF.10470.2_2+
CUFF.10591.1_3+	0.828283	NA	1.793395	1	CUFF.10591.1_3+,CUFF.10591.3_1+
AGAP000810-RA_3+	0.828283	NA	1.788149	1	AGAP000810-RA_3+,CUFF.16929.1_1+,CUFF.16929.2_1+
sp|P38427|TSL1_YEAST	0.828283	NA	1.787683	1	sp|P38427|TSL1_YEAST
AGAP001238-RA_3+	0.828283	NA	1.780213	1	AGAP001238-RA_3+,AGAP001238-RB_3+,CUFF.3069.3_2+,CUFF.3069.4_2+,CUFF.3069.5_1+,CUFF.3069.6_2+,CUFF.3069.7_3+,CUFF.3069.8_2+
AGAP004348-RA_2+	0.828283	NA	1.775375	1	AGAP004348-RA_2+
CUFF.8376.1_2+	0.828283	NA	1.771309	1	CUFF.8376.1_2+,CUFF.8376.2_2+,CUFF.8376.3_1+
AGAP004732-RA_3+	0.828283	NA	1.759841	2	AGAP004732-RA_3+,AGAP029113-PA,CUFF.349.1_1+,CUFF.349.2_1+,CUFF.349.3_1+,CUFF.349.4_1+,CUFF.349.5_2+
ACOM042578-PA	0.828283	NA	1.759835	1	ACOM042578-PA,AGAP012400-PA,AGAP012400-RA_3+
CUFF.652.2_3+	0.828283	NA	1.757916	1	CUFF.652.2_3+,CUFF.652.3_1+
CUFF.16102.3_1+	0.828283	NA	1.756774	1	CUFF.16102.3_1+,CUFF.16102.4_1+
AGAP008186-RA_3+	0.828283	NA	1.756349	1	AGAP008186-RA_3+
CUFF.3934.1_1+	0.828283	NA	1.755030	1	CUFF.3934.1_1+
ACOM043163-PA	0.828283	NA	1.754028	1	ACOM043163-PA,AGAP001168-PA,AGAP001168-RA_2+,AGAP001168-RB_1+,CUFF.3007.1_1+,CUFF.3007.2_3+,CUFF.3007.3_1+
AGAP000262-RA_3+	0.828283	NA	1.752741	2	AGAP000262-RA_3+
ACOM039116-PA	0.828283	NA	1.751435	1	ACOM039116-PA,AGAP005470-PA,AGAP005470-RA_1+
CUFF.7901.10_3+	0.828283	NA	1.750875	1	CUFF.7901.10_3+,CUFF.7901.11_1+,CUFF.7901.12_2+,CUFF.7901.13_2+,CUFF.7901.14_1+,CUFF.7901.15_2+,CUFF.7901.16_2+,CUFF.7901.1_1+,CUFF.7901.3_3+,CUFF.7901.4_3+,CUFF.7901.5_1+,CUFF.7901.6_2+,CUFF.7901.7_3+,CUFF.7901.8_2+,CUFF.7901.9_3+
ACOM035616-PA	0.828283	NA	1.750295	1	ACOM035616-PA,AGAP003160-PA,AGAP003160-RA_1+,CUFF.4850.1_1+
AGAP006205-RA_1+	0.828283	NA	1.738557	1	AGAP006205-RA_1+,CUFF.1762.1_2+
AGAP006878-RA_2+	0.828283	NA	1.735612	1	AGAP006878-RA_2+
AGAP009752-RA_2+	0.828283	NA	1.731581	1	AGAP009752-RA_2+,CUFF.11514.1_1+,CUFF.11514.3_1+,CUFF.11514.4_2+
AGAP004417-RA_1+	0.828283	NA	1.729871	1	AGAP004417-RA_1+
ACOM039748-PA	0.828283	NA	1.727321	1	ACOM039748-PA,AGAP006435-PA,AGAP006435-RA_1+,CUFF.1931.1_2+
AGAP012223-RA_3+	0.828283	NA	1.725615	1	AGAP012223-RA_3+,AGAP029560-PA
CUFF.9160.2_3+	0.828283	NA	1.725615	2	CUFF.9160.2_3+,CUFF.9160.3_3+,CUFF.9160.4_3+
AGAP008928-RA_3+	0.828283	NA	1.722884	1	AGAP008928-RA_3+,CUFF.10472.1_2+
CUFF.5282.1_2+	0.828283	NA	1.720452	1	CUFF.5282.1_2+,CUFF.5282.3_2+
CUFF.5757.11_1+	0.828283	NA	1.719156	1	CUFF.5757.11_1+,CUFF.5757.1_2+
AGAP000169-RA_3+	0.828283	NA	1.717924	1	AGAP000169-RA_3+,CUFF.16007.1_1+
ACOM037502-PA	0.828283	NA	1.709761	1	ACOM037502-PA,AGAP002908-PA,AGAP002908-RA_1+,CUFF.4590.1_1+,CUFF.4590.2_1+,CUFF.4590.3_1+
ACOM037486-PA	0.828283	NA	1.704260	1	ACOM037486-PA,AGAP002913-PA,AGAP002913-RA_2+,CUFF.4578.1_2+,CUFF.4578.2_2+
