ProteinGroupId	q-value	posterior_error_prob	score	numPeptides	proteinIds
DECOY_TCONS_00009699_1+	0.828283	NA	2.170935	1	DECOY_TCONS_00009699_1+
DECOY_AGAP010459-RA_1+	0.828283	NA	2.164667	1	DECOY_AGAP010459-RA_1+
DECOY_ACOM041384-PA	0.828283	NA	2.163549	1	DECOY_ACOM041384-PA,DECOY_AGAP011525-RA_2+,DECOY_AGAP029492-PA,DECOY_CUFF.8339.1_1+,DECOY_CUFF.8339.2_1+
DECOY_ACOM041338-PA	0.828283	NA	2.154451	1	DECOY_ACOM041338-PA
DECOY_AGAP006771-RA_2+	0.828283	NA	2.148209	1	DECOY_AGAP006771-RA_2+
DECOY_CUFF.2476.3_1+	0.828283	NA	2.141454	1	DECOY_CUFF.2476.3_1+,DECOY_CUFF.2476.7_2+,DECOY_CUFF.2476.8_2+
DECOY_AGAP008067-RA_3+	0.828283	NA	2.141067	1	DECOY_AGAP008067-RA_3+
DECOY_CUFF.6326.3_1+	0.828283	NA	2.126547	1	DECOY_CUFF.6326.3_1+,DECOY_CUFF.6326.4_1+,DECOY_CUFF.6326.5_1+
DECOY_AGAP004437-RC_1+	0.828283	NA	2.123559	1	DECOY_AGAP004437-RC_1+,DECOY_CUFF.6102.11_1+,DECOY_CUFF.6102.1_3+,DECOY_CUFF.6102.3_3+,DECOY_CUFF.6102.4_3+,DECOY_CUFF.6102.5_3+,DECOY_CUFF.6102.6_2+,DECOY_CUFF.6102.7_2+
DECOY_ACOM031716-PA	0.828283	NA	2.121475	1	DECOY_ACOM031716-PA,DECOY_AGAP006767-PA,DECOY_AGAP006767-RA_1+
DECOY_ACOM030115-PA	0.828283	NA	2.114950	1	DECOY_ACOM030115-PA,DECOY_AGAP008344-PA,DECOY_AGAP008344-PB,DECOY_AGAP008344-RA_1+,DECOY_AGAP008344-RB_1+,DECOY_CUFF.9936.2_3+
DECOY_ACOM041085-PA	0.828283	NA	2.099181	1	DECOY_ACOM041085-PA,DECOY_AGAP012543-PA,DECOY_AGAP012543-RA_3+,DECOY_CUFF.13376.1_1+
DECOY_CUFF.16660.2_3+	0.828283	NA	2.098619	1	DECOY_CUFF.16660.2_3+
DECOY_CUFF.519.1_3+	0.828283	NA	2.093779	1	DECOY_CUFF.519.1_3+
DECOY_CUFF.8812.1_1+	0.828283	NA	2.091101	1	DECOY_CUFF.8812.1_1+
DECOY_sp|Q12252|PHM7_YEAST	0.828283	NA	2.083573	1	DECOY_sp|Q12252|PHM7_YEAST
DECOY_AGAP007563-PA	0.828283	NA	2.073900	1	DECOY_AGAP007563-PA,DECOY_AGAP007563-PB,DECOY_AGAP007563-RA_1+,DECOY_AGAP007563-RB_1+,DECOY_CUFF.3009.10_2+,DECOY_CUFF.3009.14_3+,DECOY_CUFF.3009.21_1+,DECOY_CUFF.3009.22_1+,DECOY_CUFF.3009.23_1+,DECOY_CUFF.3009.24_1+,DECOY_CUFF.3009.6_2+
DECOY_ACOM033917-PA	0.828283	NA	2.070561	1	DECOY_ACOM033917-PA,DECOY_AGAP001298-PA,DECOY_AGAP001298-RA_1+,DECOY_CUFF.3100.1_2+,DECOY_CUFF.3100.2_2+,DECOY_CUFF.3100.3_2+,DECOY_CUFF.3100.4_2+,DECOY_CUFF.3100.5_3+
DECOY_AGAP002411-RB_2+	0.828283	NA	2.060756	1	DECOY_AGAP002411-RB_2+,DECOY_CUFF.4167.2_2+
DECOY_AGAP001488-RA_1+	0.828283	NA	2.057665	1	DECOY_AGAP001488-RA_1+,DECOY_AGAP001488-RB_2+,DECOY_CUFF.3241.2_2+
DECOY_TCONS_00002319_2+	0.828283	NA	2.052996	1	DECOY_TCONS_00002319_2+
DECOY_CUFF.11227.10_3+	0.828283	NA	2.052591	1	DECOY_CUFF.11227.10_3+
DECOY_ACOM028189-PA	0.828283	NA	2.050735	1	DECOY_ACOM028189-PA,DECOY_AGAP028014-PA,DECOY_AGAP028014-RA_1+
DECOY_ACOM028910-PA	0.828283	NA	2.046915	1	DECOY_ACOM028910-PA,DECOY_AGAP000679-PA,DECOY_AGAP000679-RA_1+,DECOY_CUFF.16641.1_1+
DECOY_AGAP006042-RA_1+	0.828283	NA	2.031530	1	DECOY_AGAP006042-RA_1+,DECOY_AGAP006042-RB_2+,DECOY_CUFF.1634.10_1+,DECOY_CUFF.1634.1_3+,DECOY_CUFF.1634.2_1+,DECOY_CUFF.1634.3_3+,DECOY_CUFF.1634.4_3+,DECOY_CUFF.1634.5_3+,DECOY_CUFF.1634.6_1+,DECOY_CUFF.1634.7_2+,DECOY_CUFF.1634.8_1+,DECOY_CUFF.1634.9_1+
DECOY_AGAP010645-RA_1+	0.828283	NA	2.023146	1	DECOY_AGAP010645-RA_1+,DECOY_AGAP012577-RA_3+
DECOY_AGAP002200-RA_2+	0.828283	NA	2.021168	1	DECOY_AGAP002200-RA_2+,DECOY_CUFF.3959.1_2+,DECOY_CUFF.3959.2_3+,DECOY_CUFF.3959.3_3+,DECOY_CUFF.3959.4_2+
DECOY_CUFF.6997.1_2+	0.828283	NA	2.011312	1	DECOY_CUFF.6997.1_2+,DECOY_CUFF.6997.2_2+
DECOY_ACOM038277-PA	0.828283	NA	2.007967	1	DECOY_ACOM038277-PA,DECOY_AGAP004833-PA,DECOY_AGAP004833-RA_1+,DECOY_AGAP012685-PA,DECOY_AGAP012685-RA_1+,DECOY_AGAP012699-PA,DECOY_AGAP012699-RA_1+,DECOY_CUFF.14075.1_1+,DECOY_CUFF.14075.2_2+,DECOY_CUFF.14131.1_1+,DECOY_CUFF.14131.2_1+,DECOY_CUFF.433.1_1+,DECOY_CUFF.433.2_1+,DECOY_CUFF.433.3_1+,DECOY_CUFF.433.4_1+,DECOY_CUFF.433.5_1+
DECOY_AGAP002061-RA_2+	0.828283	NA	2.007632	1	DECOY_AGAP002061-RA_2+,DECOY_CUFF.3755.1_3+
DECOY_sp|Q12749|SMC6_YEAST	0.828283	NA	2.007619	1	DECOY_sp|Q12749|SMC6_YEAST
DECOY_AGAP007134-PA	0.828283	NA	2.000142	1	DECOY_AGAP007134-PA
DECOY_ACOM031472-PA	0.828283	NA	1.998122	1	DECOY_ACOM031472-PA,DECOY_AGAP006968-PA,DECOY_AGAP006968-RA_1+
DECOY_CUFF.15891.1_2+	0.828283	NA	1.993019	1	DECOY_CUFF.15891.1_2+,DECOY_CUFF.15891.2_2+
DECOY_sp|P38164|SEA4_YEAST	0.828283	NA	1.990256	1	DECOY_sp|P38164|SEA4_YEAST
DECOY_AGAP001157-RA_3+	0.828283	NA	1.989851	1	DECOY_AGAP001157-RA_3+
DECOY_AGAP012766-RA_1+	0.828283	NA	1.987069	1	DECOY_AGAP012766-RA_1+,DECOY_TCONS_00034234_3+
DECOY_CUFF.5252.1_1+	0.828283	NA	1.974242	1	DECOY_CUFF.5252.1_1+,DECOY_CUFF.5252.2_3+,DECOY_CUFF.5252.3_1+,DECOY_CUFF.5252.4_2+
DECOY_ACOM025699-PA	0.828283	NA	1.974134	1	DECOY_ACOM025699-PA,DECOY_AGAP007452-PB,DECOY_AGAP007452-PC,DECOY_AGAP007452-RA_1+,DECOY_CUFF.2781.1_2+,DECOY_CUFF.2781.2_1+,DECOY_CUFF.2781.4_3+,DECOY_CUFF.2781.6_1+
DECOY_CUFF.12313.1_3+	0.828283	NA	1.973811	1	DECOY_CUFF.12313.1_3+,DECOY_CUFF.13942.1_3+
DECOY_CUFF.4462.1_1+	0.828283	NA	1.970257	1	DECOY_CUFF.4462.1_1+
DECOY_AGAP010516-RA_3+	0.828283	NA	1.967517	1	DECOY_AGAP010516-RA_3+
DECOY_CUFF.16570.1_1+	0.828283	NA	1.965398	1	DECOY_CUFF.16570.1_1+
DECOY_CUFF.709.10_2+	0.828283	NA	1.964564	1	DECOY_CUFF.709.10_2+,DECOY_CUFF.709.11_1+,DECOY_CUFF.709.15_2+
DECOY_CUFF.9695.1_2+	0.828283	NA	1.954927	1	DECOY_CUFF.9695.1_2+
DECOY_AGAP002223-RA_3+	0.828283	NA	1.943192	1	DECOY_AGAP002223-RA_3+
DECOY_CUFF.1509.1_1+	0.828283	NA	1.929911	1	DECOY_CUFF.1509.1_1+,DECOY_CUFF.1509.2_3+,DECOY_CUFF.1509.3_3+
DECOY_ACOM041035-PA	0.828283	NA	1.924942	1	DECOY_ACOM041035-PA,DECOY_AGAP004595-PA,DECOY_AGAP004595-RA_1+,DECOY_CUFF.6315.1_1+,DECOY_CUFF.6315.3_1+
DECOY_CUFF.3469.10_3+	0.828283	NA	1.923343	1	DECOY_CUFF.3469.10_3+,DECOY_CUFF.3469.11_3+,DECOY_CUFF.3469.12_3+,DECOY_CUFF.3469.13_3+,DECOY_CUFF.3469.14_3+,DECOY_CUFF.3469.15_3+,DECOY_CUFF.3469.16_1+
DECOY_CUFF.4454.1_2+	0.828283	NA	1.922515	1	DECOY_CUFF.4454.1_2+,DECOY_CUFF.4454.2_3+,DECOY_CUFF.4454.3_2+,DECOY_CUFF.4454.4_1+,DECOY_CUFF.4454.6_1+
DECOY_ACOM037052-PA	0.828283	NA	1.918606	1	DECOY_ACOM037052-PA,DECOY_AGAP002388-PA,DECOY_AGAP002388-RA_1+
DECOY_sp|P32494|NGG1_YEAST	0.828283	NA	1.914767	1	DECOY_sp|P32494|NGG1_YEAST
DECOY_AGAP000090-RA_2+	0.828283	NA	1.908148	1	DECOY_AGAP000090-RA_2+,DECOY_CUFF.15866.1_3+
DECOY_AGAP009290-RA_3+	0.828283	NA	1.907130	1	DECOY_AGAP009290-RA_3+,DECOY_CUFF.10998.1_3+,DECOY_CUFF.10998.2_3+,DECOY_CUFF.10998.3_3+
DECOY_CUFF.11673.1_1+	0.828283	NA	1.907065	1	DECOY_CUFF.11673.1_1+,DECOY_CUFF.11673.2_1+,DECOY_CUFF.11673.3_1+,DECOY_CUFF.11673.4_2+
DECOY_AGAP008239-RA_2+	0.828283	NA	1.906103	1	DECOY_AGAP008239-RA_2+,DECOY_CUFF.9805.1_3+
DECOY_AGAP003914-RB_1+	0.828283	NA	1.902719	1	DECOY_AGAP003914-RB_1+,DECOY_CUFF.5680.1_1+,DECOY_CUFF.5680.4_1+
DECOY_AGAP008803-RB_2+	0.828283	NA	1.901257	1	DECOY_AGAP008803-RB_2+,DECOY_CUFF.10317.1_1+,DECOY_CUFF.10317.2_1+,DECOY_CUFF.10317.3_1+
DECOY_TCONS_00026387_1+	0.828283	NA	1.900961	1	DECOY_TCONS_00026387_1+
DECOY_CUFF.1261.1_2+	0.828283	NA	1.892002	1	DECOY_CUFF.1261.1_2+,DECOY_CUFF.1261.2_2+
DECOY_CUFF.10540.1_3+	0.828283	NA	1.891434	1	DECOY_CUFF.10540.1_3+,DECOY_CUFF.10540.2_3+
DECOY_AGAP007675-RA_2+	0.828283	NA	1.888393	1	DECOY_AGAP007675-RA_2+
DECOY_TCONS_00021483_1+	0.828283	NA	1.883047	1	DECOY_TCONS_00021483_1+,DECOY_TCONS_00021484_2+
DECOY_CUFF.5252.4_1+	0.828283	NA	1.872681	1	DECOY_CUFF.5252.4_1+
DECOY_CUFF.1560.1_3+	0.828283	NA	1.869898	1	DECOY_CUFF.1560.1_3+
DECOY_AGAP010438-RA_2+	0.828283	NA	1.861880	1	DECOY_AGAP010438-RA_2+,DECOY_CUFF.6912.1_3+
DECOY_AGAP004071-RB_2+	0.828283	NA	1.859472	1	DECOY_AGAP004071-RB_2+
DECOY_AGAP001916-RA_3+	0.828283	NA	1.838907	1	DECOY_AGAP001916-RA_3+,DECOY_CUFF.3656.1_3+,DECOY_CUFF.3656.2_1+,DECOY_CUFF.3656.4_1+,DECOY_CUFF.3656.5_3+
DECOY_AGAP011545-RA_1+	0.828283	NA	1.833923	1	DECOY_AGAP011545-RA_1+,DECOY_CUFF.8362.1_3+,DECOY_CUFF.8362.2_2+,DECOY_CUFF.8362.3_2+
DECOY_ACOM036577-PA	0.828283	NA	1.833523	1	DECOY_ACOM036577-PA,DECOY_AGAP002649-PA,DECOY_AGAP002649-RA_1+,DECOY_CUFF.4394.1_1+,DECOY_CUFF.4394.2_2+,DECOY_CUFF.4394.3_1+
DECOY_ACOM036172-PA	0.828283	NA	1.831653	1	DECOY_ACOM036172-PA,DECOY_AGAP000865-PA,DECOY_AGAP000865-PB,DECOY_AGAP000865-RA_1+,DECOY_CUFF.17072.1_3+,DECOY_CUFF.17072.2_1+,DECOY_CUFF.17072.3_1+,DECOY_CUFF.17072.4_3+,DECOY_CUFF.17072.5_3+,DECOY_CUFF.17072.6_1+,DECOY_CUFF.17072.7_1+,DECOY_CUFF.17072.8_1+
DECOY_CUFF.7933.11_1+	0.828283	NA	1.826988	1	DECOY_CUFF.7933.11_1+,DECOY_CUFF.7933.9_1+
DECOY_ACOM042081-PA	0.828283	NA	1.822439	1	DECOY_ACOM042081-PA,DECOY_AGAP002183-PA,DECOY_AGAP002183-RA_1+
DECOY_TCONS_00031662_1+	0.828283	NA	1.819027	1	DECOY_TCONS_00031662_1+
DECOY_TCONS_00039638_1+	0.828283	NA	1.798469	1	DECOY_TCONS_00039638_1+
DECOY_ACOM029522-PA	0.828283	NA	1.789254	1	DECOY_ACOM029522-PA,DECOY_AGAP000301-PA,DECOY_AGAP000301-RA_1+,DECOY_CUFF.16260.2_1+
